periode_data,periode_pemantauan,titik_sampel,nama_sungai,alamat,latitude,longitude,jenis_parameter,parameter,baku_mutu,hasil_pengukuran
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,NITRIT,0.06,0.11
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,TOTAL P,0.2,0.23
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,F,1.5,0.24
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,H2S,0.002,0.008
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.01
202408,PERIODE 3,ANK 1,ANGKE,JL DURI KOSAMBI CILEDUG,-6.175882376,106.7286948,KIMIA,FENOL,0.005,0.0009
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,CD,0.01,0.004
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,ZN,0.05,0.009
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,CU,0.02,0.009
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,PB,0.03,0.009
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,CR6,0.05,0.034
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,MBAS,0.2,0.02
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,KIMIA,FENOL,0.005,0.005
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,BIOLOGI,TOTAL COLIFORM,5000.0,161000.0
202408,PERIODE 3,KLT 3,KALIBARU TIMUR,JL RAYA BOGOR KOMSEKO,-6.286182,106.870626,BIOLOGI,FECAL COLIFORM,1000.0,161000.0
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,DO,4.0,0.65
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,NITRAT,10.0,0.1
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,NITRIT,0.06,0.012
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,TOTAL P,0.2,0.5675
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,F,1.5,0.07
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,H2S,0.002,0.097
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,KLORIN BEBAS,0.03,0.045
202408,PERIODE 3,ANK 2,ANGKE,JL DAAN MOGOT PESING,-6.158863,106.763746,KIMIA,FENOL,0.005,0.0009
202408,PERIODE 3,CLW4 1,CILIWUNG,JL GAJAH MADA TANGKI,-6.159955608,106.8190988,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,ZN,0.05,0.006
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,COD,25.0,125.0
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,DO,4.0,2.85
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,NITRAT,10.0,0.9
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,NITRIT,0.06,0.03
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,TOTAL P,0.2,1.25
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,F,1.5,0.98
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,H2S,0.002,0.061
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.01
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,CD,0.01,0.0009
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,CD,0.01,0.004
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,ZN,0.05,0.009
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,CU,0.02,0.009
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,PB,0.03,0.009
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,CR6,0.05,0.053
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,MBAS,0.2,0.98
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,KIMIA,FENOL,0.005,0.004
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,BIOLOGI,TOTAL COLIFORM,5000.0,1600000.0
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,BIOLOGI,FECAL COLIFORM,1000.0,1600000.0
202408,PERIODE 3,BRN 2,BUARAN,JL PERUMNAS RAYA DEKAT CARL 039 S JR,-6.220358,106.92413,FISIKA,WARNA,50.0,24.0
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,DO,4.0,4.26
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,NITRAT,10.0,1.06
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,NITRIT,0.06,0.047
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,TOTAL P,0.2,0.1001
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,F,1.5,0.12
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,H2S,0.002,0.003
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,KLORIN BEBAS,0.03,0.12
202405,PERIODE 2,STR 7,SUNTER,JL YOS SODARSO KODAMAR,-6.155556,106.886139,KIMIA,CD,0.01,0.0009
202405,PERIODE 2,STR 7,SUNTER,JL YOS SODARSO KODAMAR,-6.155556,106.886139,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,ZN,0.05,0.006
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,CU,0.02,0.015
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,PB,0.03,0.002
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,CR6,0.05,0.001
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,MINYAK DAN LEMAK,1.0,0.2
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,KIMIA,MBAS,0.2,0.012
202408,PERIODE 3,GRL 5,GROGOL,RS JIWA GROGOL JELAMBAR,-6.161783569,106.7901797,KIMIA,CR6,0.05,0.0009
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,BIOLOGI,TOTAL COLIFORM,5000.0,1340.0
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,KIMIA,MBAS,0.2,0.1
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,KIMIA,FENOL,0.005,0.009
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,BIOLOGI,TOTAL COLIFORM,5000.0,43000.0
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,BIOLOGI,FECAL COLIFORM,1000.0,32000.0
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,FISIKA,WARNA,50.0,13.0
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,KIMIA,SULFAT,300.0,5.09
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,KIMIA,KLORIDA,300.0,80.0
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,KIMIA,AMONIAK,0.2,19.4
202405,PERIODE 2,KLT 10,KALIBARU TIMUR,JL SUNTER AGUNG,-6.126556,106.854167,KIMIA,TOTAL N,15.0,6.3102
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,DO,4.0,1.45
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,NITRAT,10.0,0.004
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,NITRIT,0.06,0.023
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,TOTAL P,0.2,0.9065
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,F,1.5,0.2
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,H2S,0.002,0.003
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,KLORIN BEBAS,0.03,0.04
202405,PERIODE 2,KLT 2,KALIBARU TIMUR,JL RAYA BOGOR JEMBATAN PASAR OBOR,-6.308331744,106.8636813,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,ZN,0.05,0.006
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,CU,0.02,0.015
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,PB,0.03,0.002
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,CR6,0.05,0.001
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,MINYAK DAN LEMAK,1.0,0.2
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,MBAS,0.2,0.07
202405,PERIODE 2,PSG 1,PESANGGRAHAN,JL RAYA CIPUTAT PASAR JUMAT ASRAMA POLISI,-6.290602,106.766668,KIMIA,CD,0.01,0.0009
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,BIOLOGI,TOTAL COLIFORM,5000.0,10000.0
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,BIOLOGI,FECAL COLIFORM,1000.0,7940.0
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,FISIKA,WARNA,50.0,28.0
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,SULFAT,300.0,12.7
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,KLORIDA,300.0,23.0
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,AMONIAK,0.2,11.6
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,TOTAL N,15.0,5.3349
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,NI,0.05,0.0095
202405,PERIODE 2,MPG 5,MAMPANG,SMAN 60,-6.258021645,106.8247888,KIMIA,SIANIDA,0.02,0.016
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,FISIKA,TDS,1000.0,241.0
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,FISIKA,TSS,50.0,39.0
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,KIMIA,PH,6.9,7.175
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,KIMIA,BOD,3.0,51.0
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,KIMIA,COD,25.0,173.0
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,KIMIA,DO,4.0,1.15
202405,PERIODE 2,MPG 6,MAMPANG,JL TENDEAN KALI MAMPANG,-6.240477048,106.8211559,KIMIA,NITRAT,10.0,0.02
202408,PERIODE 3,CDG 5,CIDENG,JL FACHRUDIN,-6.182036,106.816792,KIMIA,KLORIDA,300.0,42.18
202408,PERIODE 3,CDG 5,CIDENG,JL FACHRUDIN,-6.182036,106.816792,KIMIA,AMONIAK,0.2,13.61
202408,PERIODE 3,CDG 5,CIDENG,JL FACHRUDIN,-6.182036,106.816792,KIMIA,TOTAL N,15.0,22.94
202408,PERIODE 3,CDG 5,CIDENG,JL FACHRUDIN,-6.182036,106.816792,KIMIA,NI,0.05,0.02
202408,PERIODE 3,CDG 5,CIDENG,JL FACHRUDIN,-6.182036,106.816792,KIMIA,SIANIDA,0.02,0.006
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,FISIKA,TDS,1000.0,305.6
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,FISIKA,TSS,50.0,30.0
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,PH,6.9,7.47
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,BOD,3.0,10.11
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,COD,25.0,58.0
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,DO,4.0,1.65
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,NITRAT,10.0,0.1
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,NITRIT,0.06,0.02
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,TOTAL P,0.2,1.44
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,F,1.5,0.3
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,H2S,0.002,0.01
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.015
202405,PERIODE 2,ANK 2,ANGKE,JL DAAN MOGOT PESING,-6.158863,106.763746,KIMIA,CD,0.01,0.0009
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,CD,0.01,0.004
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,ZN,0.05,0.009
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,CU,0.02,0.01
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,PB,0.03,0.009
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,CR6,0.05,0.062
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,MINYAK DAN LEMAK,1.0,0.53
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,MBAS,0.2,0.22
202405,PERIODE 2,ANK 2,ANGKE,JL DAAN MOGOT PESING,-6.158863,106.763746,KIMIA,FENOL,0.005,0.0009
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,BIOLOGI,TOTAL COLIFORM,5000.0,1600000.0
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,BIOLOGI,FECAL COLIFORM,1000.0,90000.0
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,FISIKA,WARNA,50.0,38.0
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,SULFAT,300.0,42.9
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,KLORIDA,300.0,53.38
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,AMONIAK,0.2,1.08
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,TOTAL N,15.0,15.5
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,NI,0.05,0.02
202408,PERIODE 3,CDG 6,CIDENG,JL CIDENG TIMUR,-6.16075,106.81075,KIMIA,SIANIDA,0.02,0.008
202408,PERIODE 3,CDG 7,CIDENG,JL KALIBESAR TIMUR,-6.139222,106.811417,FISIKA,TDS,1000.0,365.0
202408,PERIODE 3,CLW1 1,CILIWUNG,JL KELAPA DUA SRENGSENG SAWAH,-6.343319,106.8382324,KIMIA,F,1.5,0.14
202408,PERIODE 3,CLW1 1,CILIWUNG,JL KELAPA DUA SRENGSENG SAWAH,-6.343319,106.8382324,KIMIA,H2S,0.002,0.003
202408,PERIODE 3,CLW1 1,CILIWUNG,JL KELAPA DUA SRENGSENG SAWAH,-6.343319,106.8382324,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.0
202405,PERIODE 2,ANK 3,ANGKE,JL TUBAGUS ANGKE,-6.157758,106.767695,KIMIA,CD,0.01,0.0009
202408,PERIODE 3,CLW1 1,CILIWUNG,JL KELAPA DUA SRENGSENG SAWAH,-6.343319,106.8382324,KIMIA,CD,0.01,0.004
202408,PERIODE 3,CLW1 1,CILIWUNG,JL KELAPA DUA SRENGSENG SAWAH,-6.343319,106.8382324,KIMIA,ZN,0.05,0.009
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,CU,0.02,0.015
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,PB,0.03,0.002
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,CR6,0.05,0.001
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,MINYAK DAN LEMAK,1.0,0.2
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,MBAS,0.2,0.13
202408,PERIODE 3,CLW4 2,CILIWUNG,JL PAKIN,-6.127554,106.809431,KIMIA,FENOL,0.005,0.0009
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,BIOLOGI,TOTAL COLIFORM,5000.0,140000.0
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,BIOLOGI,FECAL COLIFORM,1000.0,48000.0
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,FISIKA,WARNA,50.0,14.1
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,SULFAT,300.0,40.0
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,KLORIDA,300.0,59.0
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,AMONIAK,0.2,20.5
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,TOTAL N,15.0,5.2722
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,NI,0.05,0.03
202405,PERIODE 2,STR 5,SUNTER,JL ALU ALU PERSAHABATAN,-6.202556,106.897083,KIMIA,SIANIDA,0.02,0.028
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,FISIKA,TDS,1000.0,377.0
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,FISIKA,TSS,50.0,488.0
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,PH,6.9,7.32
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,BOD,3.0,56.0
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,COD,25.0,181.0
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,DO,4.0,2.65
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,NITRAT,10.0,0.004
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,NITRIT,0.06,0.3873
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,TOTAL P,0.2,0.688
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,F,1.5,0.07
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,H2S,0.002,0.002
202405,PERIODE 2,STR 6,SUNTER,JL TARUNA PASAR PULOGADUNG,-6.1863086,106.9051886,KIMIA,KLORIN BEBAS N IN SITU,0.03,0.01
202408,PERIODE 3,KLT 5,KALIBARU TIMUR,JL OUTISTA III CIPINANG CEMPEDAK,-6.231694,106.869667,KIMIA,FENOL,0.005,0.0009
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,MBAS,0.2,0.05
202408,PERIODE 3,JTK 2,JATI KRAMAT,JL TAMAN MALAKA SELATAN,-6.230652551,106.9261831,KIMIA,FENOL,0.005,0.0009
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,BIOLOGI,TOTAL COLIFORM,5000.0,161000.0
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,BIOLOGI,FECAL COLIFORM,1000.0,160000.0
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,FISIKA,WARNA,50.0,12.0
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,SULFAT,300.0,11.1
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,KLORIDA,300.0,10.65
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,AMONIAK,0.2,0.45
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,TOTAL N,15.0,5.75
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,NI,0.05,0.02
202408,PERIODE 3,CLW1 6,CILIWUNG,SEBELUM PINTU AIR MANGGARAI,-6.212654,106.857741,KIMIA,SIANIDA,0.02,0.009
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,BIOLOGI,FECAL COLIFORM,1000.0,520.0
202405,PERIODE 2,TRB 2,TARUM BARAT,JL KALIMALANG UNIVERSITAS BOROBUDUR,-6.2425,106.897076,FISIKA,WARNA,50.0,12.0
